Date,Solar Radiation (W/m²),Temperature (°C),Wind Speed (m/s),Humidity (% RH),Surface Temperature (°C)
2011-11-24,12.98,20.98,3.19,44.49,21.44
2011-11-25,13.02,21.2,2.35,51.91,21.64
2011-11-26,12.87,21.3,2.18,42.76,21.14
2011-11-27,13.24,21.01,2.22,41.96,21.52
2011-11-28,14.25,20.5,2.84,41.02,20.62
2011-11-29,14.27,20.61,2.53,35.79,20.21
2011-11-30,11.63,23.2,0.82,30.81,21.92
2011-12-01,12.98,22.82,1.58,30.93,22.31
2011-12-02,13.28,22.32,2.11,28.83,23.24
2011-12-03,13.73,23.92,1.52,29.59,23.25
2011-12-04,14.61,23.98,2.04,34.81,22.72
2011-12-05,14.81,23.16,2.26,32.73,22.14
2011-12-06,14.37,20.08,2.59,28.45,19.73
2011-12-07,13.28,17.83,2.56,45.62,18.4
2011-12-08,12.8,17.22,2.33,51.46,17.93
2011-12-09,14.94,18.18,2.27,33.42,17.86
2011-12-10,15.53,17.01,2.08,22.16,15.52
2011-12-11,15.41,17.79,2.3,16.9,14.63
2011-12-12,15.16,17.86,2.81,18.08,15.15
2011-12-13,14.88,17.77,1.7,19.13,15.8
2011-12-14,14.88,16.59,1.86,22.5,15.27
2011-12-15,15.22,16.08,2.76,23.42,15.24
2011-12-16,15.24,15.33,2.73,22.98,14.99
2011-12-17,15.08,15.24,2.96,23.62,15.05
2011-12-18,15.02,15.53,2.32,25.15,15.41
2011-12-19,14.02,16.17,2.61,31.61,15.93
2011-12-20,13.23,15.19,2.67,27.77,13.98
2011-12-21,12.17,13.33,4.23,30.12,12.77
2011-12-22,14.46,11.72,4.05,30.8,11.72
2011-12-23,14.36,10.68,3.66,24.03,10.24
2011-12-24,13.34,11.68,3.19,23.02,11.03
2011-12-25,14.52,12.75,3.53,22.86,12.52
2011-12-26,14.43,14.04,2.67,23.55,13.51
2011-12-27,13.37,13.75,3.3,25.75,13.49
2011-12-28,11.3,13.56,2.97,34.14,13.53
2011-12-29,11.91,13.13,3.18,35.68,12.7
2011-12-30,11.86,11.07,2.44,31.33,9.88
2011-12-31,12.66,13.15,2.39,29.71,12.14
2012-01-01,15.23,12.36,2.99,25.81,11.21
2012-01-02,14.77,14.63,1.26,20.07,11.9
2012-01-03,14.01,14.55,2.12,20.89,13.06
2012-01-04,10.61,14.92,3.26,24.97,14.17
2012-01-05,12.41,13.51,3.05,36.73,13.92
2012-01-06,12.35,13.63,3.01,39.38,13.1
2012-01-07,15.55,10.4,2.89,17.72,10.32
2012-01-08,13.3,10.52,3.85,34.76,10.74
2012-01-09,14.8,12.09,1.48,31.88,11.4
2012-01-10,14.85,11.34,3.06,31.42,11.44
2012-01-11,14.33,14.05,1.69,26.8,13.16
2012-01-12,15.1,15.11,1.94,28.29,14.07
2012-01-13,15.09,15.99,2.86,33.44,15.2
2012-01-14,13.09,18.15,2.21,39.23,17.34
2012-01-15,9.41,18.9,3.79,58.74,19.16
2012-01-16,13.85,15.95,3.51,47.1,16.87
2012-01-17,15.64,14.11,2.6,36.8,14.44
2012-01-18,16.37,14.17,2.22,30.84,14.16
2012-01-19,16.07,13.3,2.46,28.86,13.65
2012-01-20,16.35,12.67,2.97,28.53,13.07
2012-01-21,15.89,12.81,3.92,30.61,13.37
2012-01-22,13.45,13.58,3.36,32.01,13.96
2012-01-23,16.27,13.0,3.99,31.13,13.59
2012-01-24,11.95,12.44,3.86,43.11,13.19
2012-01-25,14.83,14.48,2.2,44.08,16.28
2012-01-26,15.74,15.11,2.66,34.08,15.84
2012-01-27,16.51,15.01,2.23,30.43,15.65
2012-01-28,17.27,14.73,2.81,28.4,14.97
2012-01-29,17.68,14.19,3.12,25.8,14.41
2012-01-30,17.47,14.81,2.18,22.76,14.3
2012-01-31,16.77,15.73,2.43,20.94,14.75
2012-02-01,16.73,15.31,2.24,23.86,15.45
2012-02-02,16.82,17.27,1.91,22.3,17.58
2012-02-03,14.92,18.59,2.99,20.05,18.37
2012-02-04,14.49,15.03,3.33,38.69,15.6
2012-02-05,18.19,15.25,2.43,36.02,16.36
2012-02-06,18.54,13.76,4.49,39.22,14.81
2012-02-07,19.18,11.81,2.54,19.4,12.66
2012-02-08,19.85,10.5,3.46,14.26,10.34
2012-02-09,19.49,12.76,2.12,10.9,12.02
2012-02-10,19.28,15.12,1.96,9.85,13.69
2012-02-11,14.95,16.87,2.95,12.72,16.15
2012-02-12,17.47,17.46,2.81,16.95,17.51
2012-02-13,17.79,14.25,3.4,44.88,15.44
2012-02-14,18.92,15.36,2.62,18.82,15.94
2012-02-15,20.45,13.54,3.33,24.01,14.73
2012-02-16,19.32,14.26,2.41,14.69,14.33
2012-02-17,16.86,15.01,4.08,15.3,15.73
2012-02-18,18.5,14.98,3.88,18.17,15.98
2012-02-19,18.62,17.69,2.62,23.99,18.93
2012-02-20,19.25,20.47,2.01,24.31,20.91
2012-02-21,18.17,21.56,2.37,30.98,21.97
2012-02-22,18.43,19.38,3.36,29.48,20.37
2012-02-23,20.55,15.84,2.34,18.48,17.54
2012-02-24,20.93,15.46,3.15,16.39,16.71
2012-02-25,22.01,15.31,3.66,13.77,16.44
2012-02-26,21.86,16.84,3.02,12.85,17.86
2012-02-27,20.44,19.68,2.43,12.1,20.04
2012-02-28,21.32,20.92,3.13,15.7,20.22
2012-02-29,22.5,21.79,2.81,15.93,20.73
2012-03-01,21.44,21.45,2.56,20.81,22.8
2012-03-02,21.17,22.12,3.17,18.93,23.35
2012-03-03,19.75,24.04,3.14,24.2,24.97
2012-03-04,18.15,25.75,6.2,37.86,26.45
2012-03-05,19.11,23.7,6.23,36.6,24.57
2012-03-06,21.35,21.94,2.42,19.58,23.21
2012-03-07,23.74,19.75,5.58,8.13,20.16
2012-03-08,23.76,18.05,6.19,11.14,18.74
2012-03-09,23.71,19.38,1.35,10.12,19.3
2012-03-10,23.54,19.91,3.32,9.13,19.41
2012-03-11,23.34,19.93,3.26,12.61,20.6
2012-03-12,22.68,21.29,3.29,16.19,21.64
2012-03-13,23.46,19.83,2.7,23.21,21.25
2012-03-14,22.6,22.43,2.6,15.32,23.18
2012-03-15,22.52,23.41,2.3,15.02,24.9
2012-03-16,22.93,25.81,3.3,15.22,25.87
2012-03-17,22.45,27.07,1.63,18.03,27.54
2012-03-18,23.55,27.73,1.6,17.65,28.64
2012-03-19,24.06,28.55,5.48,19.28,28.74
2012-03-20,26.73,22.13,5.89,6.43,23.18
2012-03-21,25.55,21.32,2.61,6.98,22.55
2012-03-22,23.66,23.15,2.41,8.04,24.38
2012-03-23,24.3,24.64,2.81,8.53,25.38
2012-03-24,21.83,27.26,1.75,8.96,26.84
2012-03-25,22.56,28.51,3.09,11.64,29.69
2012-03-26,21.47,27.47,4.7,22.35,28.95
2012-03-27,18.35,25.95,3.57,24.76,26.98
2012-03-28,20.81,25.13,4.16,24.33,26.35
2012-03-29,23.94,27.59,2.48,22.49,29.54
2012-03-30,25.03,30.63,4.02,19.06,30.81
2012-03-31,24.62,32.71,2.42,16.36,33.21
2012-04-01,23.95,32.61,2.6,16.77,33.9
2012-04-02,22.19,29.62,2.83,20.98,30.95
2012-04-03,23.61,30.44,3.57,24.99,32.35
2012-04-04,23.18,31.98,1.56,21.67,33.92
2012-04-05,25.04,33.43,1.36,17.04,34.8
2012-04-06,26.31,32.6,3.94,13.46,33.32
2012-04-07,24.96,30.8,2.82,13.86,33.3
2012-04-08,24.58,32.9,2.48,16.55,34.99
2012-04-09,25.22,33.83,2.0,17.26,36.03
2012-04-10,24.78,32.25,3.96,24.18,34.82
2012-04-11,25.87,32.56,3.65,17.16,34.07
2012-04-12,25.6,30.72,3.22,16.84,33.76
2012-04-13,24.42,30.05,2.04,19.56,31.46
2012-04-14,22.37,27.38,3.94,41.22,27.21
2012-04-15,26.34,27.57,1.51,39.1,30.25
2012-04-16,25.03,31.05,2.05,29.44,33.37
2012-04-17,23.3,29.72,2.42,37.53,32.8
2012-04-18,25.3,30.67,2.49,36.05,33.41
2012-04-19,18.83,30.31,4.88,34.59,31.94
2012-04-20,16.8,28.26,4.94,32.94,30.11
2012-04-21,24.69,29.01,3.47,29.77,30.91
2012-04-22,26.41,29.56,2.33,28.2,31.84
2012-04-23,22.64,30.84,1.85,27.81,33.7
2012-04-24,25.77,30.93,1.39,30.91,32.92
2012-04-25,24.53,31.53,1.18,26.69,32.97
2012-04-26,24.99,31.12,1.98,26.57,33.53
2012-04-27,25.8,30.75,2.66,26.95,33.65
2012-04-28,27.49,31.13,5.4,18.42,31.93
2012-04-29,28.16,31.2,3.65,13.06,31.36
2012-04-30,29.02,30.38,3.77,12.7,31.26
2012-05-01,29.58,30.47,3.47,10.96,31.84
2012-05-02,28.31,30.92,2.73,12.06,33.72
2012-05-03,27.81,32.57,3.64,14.58,34.82
2012-05-04,28.06,34.35,1.81,12.82,36.27
2012-05-05,27.68,34.82,2.96,12.54,36.09
2012-05-06,24.38,34.35,3.69,24.34,36.38
2012-05-07,24.03,34.3,4.07,26.32,36.31
2012-05-08,24.87,34.67,3.84,27.58,37.22
2012-05-09,25.44,35.42,5.23,28.65,37.75
2012-05-10,25.67,34.89,5.11,29.98,36.54
2012-05-11,23.75,33.8,4.34,34.44,35.81
2012-05-12,26.7,34.19,3.94,33.03,37.4
2012-05-13,24.71,33.81,3.29,32.44,36.69
2012-05-14,26.06,33.6,3.67,28.41,36.16
2012-05-15,27.56,35.14,5.8,25.49,36.99
2012-05-16,26.05,35.7,6.63,28.08,37.98
2012-05-17,25.78,34.97,3.92,30.33,37.04
2012-05-18,22.0,35.28,3.43,30.15,37.56
2012-05-19,26.85,35.88,4.29,25.03,38.03
2012-05-20,26.16,35.87,5.04,24.63,38.17
2012-05-21,26.34,34.85,4.85,26.24,37.2
2012-05-22,25.41,35.99,2.85,14.01,38.46
2012-05-23,27.84,36.87,2.06,14.79,39.37
2012-05-24,28.37,36.91,3.86,19.61,39.42
2012-05-25,26.19,36.0,5.7,28.08,38.9
2012-05-26,25.41,34.73,5.77,27.94,37.24
2012-05-27,25.65,35.9,2.52,16.1,39.0
2012-05-28,27.45,37.34,4.87,18.11,39.53
2012-05-29,27.77,37.37,6.56,22.07,39.38
2012-05-30,27.18,37.79,8.3,23.47,39.6
2012-05-31,26.5,37.47,7.93,25.19,39.4
2012-06-01,26.25,37.85,6.73,30.78,40.51
2012-06-02,27.13,36.41,6.96,31.3,39.08
2012-06-03,26.77,36.05,7.49,31.33,38.47
2012-06-04,27.68,35.69,7.36,36.6,38.31
2012-06-05,25.75,35.83,7.43,35.65,38.41
2012-06-06,21.02,34.13,3.92,38.64,36.08
2012-06-07,22.64,33.94,2.75,36.01,36.54
2012-06-08,25.71,35.67,3.51,31.78,38.74
2012-06-09,25.15,36.1,6.08,29.42,38.67
2012-06-10,26.88,34.83,6.42,32.89,37.56
2012-06-11,28.21,35.23,4.86,30.55,38.45
2012-06-12,25.68,36.27,3.76,30.73,39.76
2012-06-13,24.55,37.86,1.88,25.87,42.26
2012-06-14,25.31,38.51,4.59,27.12,41.91
2012-06-15,21.47,38.45,6.18,27.78,41.57
2012-06-16,27.1,38.12,6.67,30.82,41.57
2012-06-17,27.06,37.32,5.91,32.35,40.73
2012-06-18,27.03,37.28,5.35,31.05,40.73
2012-06-19,26.87,37.13,4.71,29.38,40.5
2012-06-20,27.05,36.99,6.97,31.62,39.71
2012-06-21,26.7,36.84,7.42,35.55,39.89
2012-06-22,25.75,36.68,7.51,36.16,39.53
2012-06-23,23.11,36.86,7.44,36.22,39.8
2012-06-24,25.67,37.11,7.6,35.53,40.04
2012-06-25,25.5,36.19,7.22,35.92,39.41
2012-06-26,23.41,35.86,7.04,36.28,39.31
2012-06-27,24.16,35.99,7.01,38.16,39.4
2012-06-28,24.04,35.62,6.2,37.79,38.94
2012-06-29,25.74,36.47,5.44,35.33,39.94
2012-06-30,26.91,37.29,6.38,30.56,40.08
2012-07-01,27.14,37.44,6.88,28.04,40.16
2012-07-02,28.13,38.22,5.82,28.84,41.21
2012-07-03,27.48,39.14,5.45,24.69,42.25
2012-07-04,26.68,39.54,7.01,27.42,42.43
2012-07-05,21.67,37.73,9.09,36.34,40.61
2012-07-06,23.02,36.91,8.05,39.18,40.07
2012-07-07,22.67,36.8,8.38,42.15,39.98
2012-07-08,22.35,37.5,4.79,38.25,41.26
2012-07-09,23.74,38.69,2.61,31.6,42.94
2012-07-10,24.28,39.28,3.76,31.62,43.32
2012-07-11,20.68,36.87,3.89,42.39,41.51
2012-07-12,23.97,35.86,6.01,46.04,39.58
2012-07-13,24.38,36.34,7.92,43.87,39.38
2012-07-14,15.46,34.41,5.44,48.18,37.67
2012-07-15,21.34,34.13,5.54,47.36,36.59
2012-07-16,23.73,34.78,4.24,43.98,38.14
2012-07-17,25.96,36.56,4.33,39.2,40.55
2012-07-18,27.03,36.71,7.31,37.76,39.53
2012-07-19,25.49,35.79,8.13,42.92,38.67
2012-07-20,24.52,36.36,5.35,41.55,39.57
2012-07-21,21.02,35.98,2.98,41.72,39.25
2012-07-22,24.91,37.29,1.41,36.31,41.24
2012-07-23,22.94,37.96,3.48,31.07,41.59
2012-07-24,24.76,36.67,7.2,36.6,39.59
2012-07-25,22.8,36.18,6.75,39.2,39.44
2012-07-26,22.24,36.84,4.49,35.79,40.48
2012-07-27,22.65,36.99,3.43,34.71,40.72
2012-07-28,22.01,36.84,4.05,33.5,39.86
2012-07-29,23.69,36.04,6.16,32.99,39.0
2012-07-30,20.49,34.68,6.55,38.36,37.58
2012-07-31,22.5,34.87,6.86,39.23,37.69
2012-08-01,23.02,35.58,6.98,37.5,38.27
2012-08-02,23.42,34.58,7.35,40.28,37.03
2012-08-03,22.26,34.78,7.47,40.44,37.44
2012-08-04,22.13,34.8,6.06,42.2,37.8
2012-08-05,19.76,34.83,2.97,41.08,39.41
2012-08-06,21.24,36.08,1.72,35.49,40.11
2012-08-07,19.36,36.05,1.53,36.7,40.15
2012-08-08,19.53,33.63,4.52,51.81,35.16
2012-08-09,23.51,33.2,4.75,49.98,35.6
2012-08-10,24.2,33.72,3.34,46.97,35.84
2012-08-11,13.06,33.02,3.63,50.49,35.19
2012-08-12,16.96,32.38,2.21,53.09,35.25
2012-08-13,18.55,32.56,2.14,56.78,34.26
2012-08-14,16.79,30.57,3.24,68.54,30.85
2012-08-15,10.84,29.97,1.81,72.05,31.06
2012-08-16,10.99,29.61,1.78,70.82,31.07
2012-08-17,16.97,29.86,3.12,67.72,31.68
2012-08-18,21.39,31.91,4.01,56.65,33.72
2012-08-19,25.11,33.13,4.23,50.1,35.41
2012-08-20,24.04,31.53,3.95,58.57,33.86
2012-08-21,22.8,31.21,4.93,59.14,33.11
2012-08-22,19.85,32.17,5.16,54.37,34.5
2012-08-23,14.97,31.14,4.87,60.69,32.8
2012-08-24,17.85,30.91,4.96,59.55,32.64
2012-08-25,24.02,32.47,4.47,53.54,35.28
2012-08-26,24.35,32.53,2.92,53.13,36.18
2012-08-27,21.23,33.17,2.14,50.17,36.54
2012-08-28,20.78,32.14,2.35,54.43,34.36
2012-08-29,15.56,32.2,2.5,54.97,34.81
2012-08-30,19.41,30.91,2.98,64.38,33.3
2012-08-31,22.52,32.2,3.0,59.39,34.97
2012-09-01,22.12,32.6,2.54,56.25,35.81
2012-09-02,22.44,33.28,2.03,52.09,36.53
2012-09-03,15.63,32.91,2.47,55.77,34.93
2012-09-04,21.86,30.68,3.42,68.37,31.9
2012-09-05,15.12,30.22,4.13,65.81,32.28
2012-09-06,20.09,31.01,4.42,62.46,33.73
2012-09-07,13.36,31.05,6.3,60.24,32.59
2012-09-08,10.98,27.5,6.04,82.38,27.76
2012-09-09,17.05,27.14,5.75,84.7,26.99
2012-09-10,20.26,29.34,3.84,75.75,29.93
2012-09-11,18.92,30.08,2.52,70.15,31.23
2012-09-12,22.27,30.92,2.44,65.09,32.69
2012-09-13,20.74,30.81,4.47,66.65,32.58
2012-09-14,20.12,31.49,5.25,61.86,33.14
2012-09-15,20.21,31.04,5.21,58.8,32.8
2012-09-16,16.35,30.27,4.98,58.59,32.1
2012-09-17,17.31,29.77,3.68,60.12,31.77
2012-09-18,15.29,28.58,1.77,64.43,30.14
2012-09-19,19.99,29.04,1.64,57.85,29.91
2012-09-20,22.23,30.15,2.01,47.89,31.3
2012-09-21,21.48,30.04,4.23,50.99,31.24
2012-09-22,22.46,29.87,4.23,45.99,30.54
2012-09-23,21.97,28.6,3.93,46.04,29.78
2012-09-24,22.88,28.18,4.25,46.02,29.44
2012-09-25,22.89,27.68,4.07,51.92,29.12
2012-09-26,22.75,28.4,3.66,52.43,30.0
2012-09-27,22.07,29.05,2.89,50.15,30.81
2012-09-28,22.27,29.68,2.94,43.88,30.87
2012-09-29,22.15,29.88,3.02,41.27,30.94
2012-09-30,22.5,30.87,2.34,31.13,30.99
2012-10-01,22.53,30.63,2.28,28.34,30.65
2012-10-02,21.98,31.12,2.22,28.01,30.98
2012-10-03,21.92,30.88,2.19,35.75,31.7
2012-10-04,22.23,30.2,2.18,30.66,30.73
2012-10-05,22.07,28.38,3.64,33.57,29.13
2012-10-06,21.45,28.59,3.64,35.6,29.03
2012-10-07,20.53,29.17,2.73,37.06,30.26
2012-10-08,21.26,28.61,1.8,25.04,28.82
2012-10-09,21.86,29.03,1.37,20.19,27.7
2012-10-10,21.57,28.98,1.91,22.26,27.72
2012-10-11,21.42,28.42,2.75,26.54,27.8
2012-10-12,20.4,27.27,4.45,33.08,27.6
2012-10-13,20.29,27.29,3.13,42.26,28.32
2012-10-14,20.04,27.86,2.33,38.6,28.57
2012-10-15,19.57,28.31,2.47,42.19,28.98
2012-10-16,18.77,27.05,1.79,40.08,28.31
2012-10-17,18.97,25.97,2.37,43.79,27.59
2012-10-18,18.32,25.63,3.07,41.97,26.46
2012-10-19,18.11,25.83,2.57,38.44,26.93
2012-10-20,15.6,26.09,2.28,36.93,27.43
2012-10-21,17.96,25.58,3.02,41.6,26.77
2012-10-22,17.01,25.28,3.2,40.15,26.33
2012-10-23,17.68,24.6,2.88,40.87,25.76
2012-10-24,19.33,23.79,2.23,34.11,24.37
2012-10-25,19.9,23.63,2.58,29.44,23.74
2012-10-26,19.59,22.93,2.75,29.85,23.81
2012-10-27,19.17,23.0,2.4,32.97,23.81
2012-10-28,18.8,23.89,1.84,28.8,24.09
2012-10-29,18.71,24.39,1.42,25.71,23.67
2012-10-30,19.25,24.52,2.04,26.35,24.18
2012-10-31,18.74,24.71,1.88,25.07,24.28
2012-11-01,17.87,23.63,2.33,27.03,23.62
2012-11-02,16.65,23.26,2.61,29.0,22.97
2012-11-03,16.99,23.63,2.18,30.76,23.55
2012-11-04,16.75,24.73,1.91,28.48,23.63
2012-11-05,16.58,23.77,2.73,31.38,22.67
2012-11-06,16.74,23.95,2.05,29.95,23.29
2012-11-07,16.63,24.16,1.47,28.16,22.6
2012-11-08,16.53,24.21,2.6,28.25,22.79
2012-11-09,16.65,24.13,2.73,36.15,23.27
2012-11-10,16.51,23.96,2.14,32.24,23.54
2012-11-11,15.8,23.4,1.52,27.8,22.64
2012-11-12,16.86,23.22,2.17,28.18,22.43
2012-11-13,16.85,22.17,2.52,30.57,22.36
2012-11-14,15.93,22.98,1.22,24.32,21.2
2012-11-15,16.67,22.12,2.01,23.47,21.1
2012-11-16,16.69,21.96,2.51,26.52,21.03
2012-11-17,15.95,21.78,2.5,29.75,21.6
2012-11-18,14.27,20.67,2.55,32.44,20.58
2012-11-19,14.48,19.76,2.95,32.75,19.26
2012-11-20,15.55,19.11,2.43,28.0,18.19
2012-11-21,15.59,19.39,1.9,28.36,18.88
2012-11-22,14.59,19.34,2.58,28.75,18.76
2012-11-23,15.37,20.08,2.17,27.55,18.46
2012-11-24,15.7,19.6,3.13,29.76,19.18
2012-11-25,15.2,18.65,2.71,30.87,18.52
2012-11-26,15.15,18.32,2.21,32.55,17.77
2012-11-27,15.34,18.53,2.34,31.72,18.24
2012-11-28,15.11,19.85,2.88,28.27,19.24
2012-11-29,14.05,19.48,3.63,34.67,19.65
2012-11-30,15.95,16.99,3.2,31.81,16.36
2012-12-01,15.81,17.43,1.6,21.28,16.25
2012-12-02,15.14,16.81,2.61,23.62,15.98
2012-12-03,15.18,16.5,2.94,25.84,15.93
2012-12-04,14.75,16.69,2.46,23.17,15.98
2012-12-05,14.91,18.37,1.85,21.86,16.87
2012-12-06,14.72,19.67,1.9,22.43,17.46
2012-12-07,13.13,18.73,1.59,22.53,16.27
2012-12-08,14.81,19.78,1.81,23.88,17.82
2012-12-09,14.83,20.16,1.63,28.0,18.57
2012-12-10,14.92,18.71,2.09,33.2,18.02
2012-12-11,14.98,19.32,1.96,28.8,17.57
2012-12-12,12.77,17.98,3.35,29.8,17.41
2012-12-13,10.96,16.76,4.87,44.15,17.16
2012-12-14,8.94,14.99,3.35,61.71,15.76
2012-12-15,8.16,14.83,4.02,55.45,15.55
2012-12-16,10.53,14.27,3.72,52.14,14.73
2012-12-17,12.76,14.95,3.07,45.44,15.43
2012-12-18,14.11,16.4,2.43,48.58,16.57
2012-12-19,14.69,15.65,2.87,46.47,15.32
2012-12-20,15.36,17.36,1.54,30.43,15.98
2012-12-21,15.68,15.93,2.5,27.58,15.3
2012-12-22,15.64,15.49,2.28,28.52,14.68
2012-12-23,15.77,15.34,2.75,26.59,14.61
2012-12-24,15.04,14.63,3.09,27.53,14.55
2012-12-25,14.73,15.17,2.64,29.19,14.51
2012-12-26,14.47,16.42,2.0,29.44,15.23
2012-12-27,14.68,17.54,2.89,26.94,16.54
2012-12-28,13.4,14.83,3.45,28.03,13.99
2012-12-29,13.77,12.2,4.01,31.74,12.27
2012-12-30,14.45,11.54,2.89,47.19,11.56
2012-12-31,14.84,12.82,2.32,41.41,11.84
2013-01-01,15.3,12.63,2.38,38.27,12.25
2013-01-02,15.37,12.07,2.7,33.79,11.87
2013-01-03,15.24,11.74,2.57,31.38,11.67
2013-01-04,14.2,11.29,3.59,31.7,11.54
2013-01-05,15.1,10.34,2.69,28.29,10.23
2013-01-06,15.14,9.93,3.05,28.13,10.05
2013-01-07,14.99,10.39,2.74,26.56,10.79
2013-01-08,14.87,11.9,2.19,25.95,11.83
2013-01-09,13.82,12.66,2.49,28.32,12.79
2013-01-10,14.35,14.78,1.74,33.66,14.0
2013-01-11,14.76,17.92,2.1,42.47,17.0
2013-01-12,14.02,19.54,4.46,47.5,19.48
2013-01-13,14.64,16.75,2.82,42.63,16.31
2013-01-14,15.49,15.1,2.25,32.09,14.19
2013-01-15,14.47,13.88,2.49,28.4,13.57
2013-01-16,13.44,14.25,2.26,34.83,13.87
2013-01-17,9.11,12.51,2.83,49.35,12.11
2013-01-18,15.08,11.73,3.72,43.04,11.5
2013-01-19,17.17,11.91,2.81,27.63,10.98
2013-01-20,17.24,11.92,2.54,26.98,11.22
2013-01-21,16.68,12.36,1.98,25.14,11.08
2013-01-22,16.6,12.61,2.51,26.12,11.7
2013-01-23,17.05,13.02,2.81,25.68,13.24
2013-01-24,16.38,13.15,2.83,26.28,12.93
2013-01-25,16.6,14.8,2.12,25.09,13.73
2013-01-26,16.74,16.36,2.23,25.16,15.21
2013-01-27,15.35,17.22,2.09,23.32,15.53
2013-01-28,16.89,18.25,2.32,22.67,17.15
2013-01-29,17.51,18.25,2.1,22.01,16.87
2013-01-30,15.46,17.16,3.87,25.62,17.16
2013-01-31,13.46,17.34,3.4,26.76,16.64
2013-02-01,10.16,16.54,3.38,32.2,16.09
2013-02-02,13.64,18.86,3.21,30.81,19.63
2013-02-03,5.38,17.38,2.36,53.71,18.5
2013-02-04,13.81,18.0,3.2,59.08,18.69
2013-02-05,16.31,14.62,4.58,63.69,15.05
2013-02-06,18.44,13.96,4.24,57.41,14.3
2013-02-07,18.75,14.69,1.94,44.68,14.81
2013-02-08,19.54,15.72,1.67,33.27,14.81
2013-02-09,19.5,16.09,1.8,27.56,15.51
2013-02-10,19.07,15.76,3.59,25.71,15.7
2013-02-11,17.71,15.3,3.87,28.16,14.52
2013-02-12,17.76,16.52,3.94,28.74,16.57
2013-02-13,18.35,17.69,3.82,30.02,18.4
2013-02-14,16.99,19.28,3.34,36.76,20.58
2013-02-15,13.76,17.52,5.78,53.44,18.63
2013-02-16,12.22,15.99,4.65,65.19,16.97
2013-02-17,19.8,16.98,2.94,48.34,17.81
2013-02-18,19.8,18.14,2.89,39.3,19.61
2013-02-19,17.33,20.21,2.22,33.94,22.11
2013-02-20,18.81,20.11,2.91,35.96,21.6
2013-02-21,18.28,19.69,4.2,50.99,19.56
2013-02-22,16.89,19.8,2.38,52.5,21.13
2013-02-23,15.93,17.78,3.99,59.09,18.8
2013-02-24,20.07,16.75,3.16,53.21,17.67
2013-02-25,20.68,17.87,2.5,45.99,18.93
2013-02-26,18.28,19.07,4.27,38.35,20.04
2013-02-27,22.26,18.27,4.26,44.35,18.86
2013-02-28,21.91,18.24,2.69,27.85,18.97
2013-03-01,19.92,17.24,3.2,38.43,17.87
2013-03-02,22.5,20.91,1.62,27.44,20.53
2013-03-03,23.58,23.84,1.29,16.47,21.46
2013-03-04,23.36,23.95,1.93,13.96,22.86
2013-03-05,23.08,23.87,2.61,17.41,23.54
2013-03-06,22.61,23.79,2.61,22.7,23.88
2013-03-07,23.58,25.9,1.34,18.41,24.99
2013-03-08,23.3,26.89,2.44,15.59,25.86
2013-03-09,22.64,25.47,5.62,19.96,25.71
2013-03-10,22.03,23.64,2.62,28.48,25.05
2013-03-11,21.32,24.05,2.42,20.63,25.91
2013-03-12,21.62,26.51,1.93,17.33,27.65
2013-03-13,14.98,24.82,3.81,24.76,24.39
2013-03-14,23.16,22.41,3.19,42.45,24.71
2013-03-15,23.82,22.84,3.74,33.44,24.99
2013-03-16,23.03,23.25,2.57,36.76,25.51
2013-03-17,24.08,25.4,2.36,27.21,26.6
2013-03-18,23.83,27.32,2.23,19.06,26.95
2013-03-19,24.28,27.68,3.22,18.7,27.88
2013-03-20,23.53,26.53,4.01,17.6,27.69
2013-03-21,23.73,26.51,1.98,22.42,28.25
2013-03-22,16.25,26.81,2.53,26.39,27.24
2013-03-23,17.93,25.73,5.67,31.81,26.9
2013-03-24,24.84,24.18,2.32,35.46,26.4
2013-03-25,22.22,22.85,3.08,35.06,25.12
2013-03-26,20.92,24.73,1.49,30.5,25.02
2013-03-27,9.44,24.75,2.69,31.53,24.34
2013-03-28,18.64,22.75,2.8,57.42,23.29
2013-03-29,24.12,23.04,2.63,53.52,24.4
2013-03-30,25.51,25.38,2.96,38.82,26.6
2013-03-31,26.5,27.68,2.29,26.87,28.22
2013-04-01,25.79,29.16,1.9,20.81,30.02
2013-04-02,22.65,28.76,2.41,27.99,30.4
2013-04-03,24.4,27.54,1.97,30.09,30.17
2013-04-04,25.0,27.81,3.13,28.29,29.7
2013-04-05,26.47,27.74,3.45,18.63,28.2
2013-04-06,25.5,29.47,3.86,17.21,30.21
2013-04-07,25.94,28.46,3.07,20.77,30.47
2013-04-08,24.38,26.96,4.21,29.59,28.92
2013-04-09,20.91,27.56,3.32,40.86,29.47
2013-04-10,19.49,27.45,2.33,30.7,29.63
2013-04-11,21.86,27.78,2.69,36.07,30.57
2013-04-12,24.5,30.3,1.23,27.66,32.76
2013-04-13,24.55,31.71,3.26,24.21,33.27
2013-04-14,26.56,31.21,2.59,22.0,32.83
2013-04-15,26.9,32.2,3.71,17.24,33.44
2013-04-16,25.15,30.94,5.98,19.48,32.27
2013-04-17,28.78,28.77,4.32,13.4,30.47
2013-04-18,27.6,29.83,3.27,14.38,29.81
2013-04-19,26.23,30.85,2.48,15.31,32.89
2013-04-20,23.59,30.62,4.76,30.05,32.36
2013-04-21,25.44,30.12,2.57,37.89,33.78
2013-04-22,13.21,30.24,2.83,34.63,33.04
